city,confirmedCount,curedCount,deadCount,province,suspectedCount,updateTime
全国,40261,3470,909,全国,23589.0,2020-02-10
全国,37289,2900,813,全国,28942.0,2020-02-09
全国,34673,2375,724,全国,27657.0,2020-02-08
全国,31264,1753,637,全国,26359.0,2020-02-07
全国,28138,1373,564,全国,24702.0,2020-02-06
全国,24434,1018,493,全国,23260.0,2020-02-05
全国,20530,718,426,全国,23214.0,2020-02-04
全国,17341,527,361,全国,21558.0,2020-02-03
全国,14490,434,304,全国,19544.0,2020-02-02
全国,11901,275,259,全国,17988.0,2020-02-01
全国,9811,214,213,全国,15238.0,2020-01-31
全国,8149,135,171,全国,12167.0,2020-01-30
全国,6095,119,133,全国,9239.0,2020-01-29
全国,4630,73,106,全国,6973.0,2020-01-28
全国,2857,56,82,全国,5794.0,2020-01-27
全国,2076,49,56,全国,2692.0,2020-01-26
全国,1408,39,42,全国,2032.0,2020-01-25
全国,897,36,26,全国,1076.0,2020-01-24
上海市,299,48,1,上海市,0.0,2020-02-10
外地来沪人员,97,21,1,上海市,0.0,2020-02-10
浦东新区,56,9,0,上海市,0.0,2020-02-10
宝山区,18,0,0,上海市,0.0,2020-02-10
闵行区,17,2,0,上海市,0.0,2020-02-10
静安区,16,3,0,上海市,0.0,2020-02-10
徐汇区,16,1,0,上海市,0.0,2020-02-10
松江区,14,0,0,上海市,0.0,2020-02-10
长宁区,11,2,0,上海市,0.0,2020-02-10
奉贤区,9,1,0,上海市,0.0,2020-02-10
普陀区,8,0,0,上海市,0.0,2020-02-10
嘉定区,8,1,0,上海市,0.0,2020-02-10
虹口区,7,1,0,上海市,0.0,2020-02-10
杨浦区,7,0,0,上海市,0.0,2020-02-10
青浦区,5,2,0,上海市,0.0,2020-02-10
黄浦区,5,1,0,上海市,0.0,2020-02-10
金山区,3,0,0,上海市,0.0,2020-02-10
崇明区,2,0,0,上海市,0.0,2020-02-10
待明确地区,0,4,0,上海市,0.0,2020-02-10
上海市,293,44,1,上海市,0.0,2020-02-09
外地来沪人员,97,21,1,上海市,0.0,2020-02-09
浦东新区,56,9,0,上海市,0.0,2020-02-09
宝山区,17,0,0,上海市,0.0,2020-02-09
静安区,16,3,0,上海市,0.0,2020-02-09
徐汇区,16,1,0,上海市,0.0,2020-02-09
闵行区,14,2,0,上海市,0.0,2020-02-09
松江区,14,0,0,上海市,0.0,2020-02-09
长宁区,11,2,0,上海市,0.0,2020-02-09
奉贤区,9,1,0,上海市,0.0,2020-02-09
普陀区,8,0,0,上海市,0.0,2020-02-09
虹口区,7,1,0,上海市,0.0,2020-02-09
杨浦区,7,0,0,上海市,0.0,2020-02-09
嘉定区,7,1,0,上海市,0.0,2020-02-09
青浦区,5,2,0,上海市,0.0,2020-02-09
黄浦区,5,1,0,上海市,0.0,2020-02-09
金山区,2,0,0,上海市,0.0,2020-02-09
崇明区,2,0,0,上海市,0.0,2020-02-09
上海市,286,41,1,上海市,0.0,2020-02-08
外地来沪人员,96,20,1,上海市,0.0,2020-02-08
浦东新区,53,8,0,上海市,0.0,2020-02-08
宝山区,17,0,0,上海市,0.0,2020-02-08
徐汇区,16,1,0,上海市,0.0,2020-02-08
静安区,15,3,0,上海市,0.0,2020-02-08
闵行区,14,2,0,上海市,0.0,2020-02-08
松江区,14,0,0,上海市,0.0,2020-02-08
长宁区,11,1,0,上海市,0.0,2020-02-08
奉贤区,9,1,0,上海市,0.0,2020-02-08
虹口区,7,1,0,上海市,0.0,2020-02-08
杨浦区,7,0,0,上海市,0.0,2020-02-08
普陀区,7,0,0,上海市,0.0,2020-02-08
嘉定区,6,1,0,上海市,0.0,2020-02-08
青浦区,5,2,0,上海市,0.0,2020-02-08
黄浦区,5,1,0,上海市,0.0,2020-02-08
金山区,2,0,0,上海市,0.0,2020-02-08
崇明区,2,0,0,上海市,0.0,2020-02-08
待明确地区,3,11,0,上海市,0.0,2020-02-08
未知地区,3,5,0,上海市,0.0,2020-02-08
上海市,277,30,1,上海市,166.0,2020-02-07
外地来沪人员,93,14,1,上海市,0.0,2020-02-07
浦东新区,52,6,0,上海市,0.0,2020-02-07
宝山区,16,0,0,上海市,0.0,2020-02-07
徐汇区,16,0,0,上海市,0.0,2020-02-07
静安区,15,2,0,上海市,0.0,2020-02-07
松江区,13,0,0,上海市,0.0,2020-02-07
闵行区,12,1,0,上海市,0.0,2020-02-07
长宁区,11,0,0,上海市,0.0,2020-02-07
奉贤区,9,0,0,上海市,0.0,2020-02-07
虹口区,7,0,0,上海市,0.0,2020-02-07
杨浦区,7,0,0,上海市,0.0,2020-02-07
普陀区,7,0,0,上海市,0.0,2020-02-07
青浦区,5,1,0,上海市,0.0,2020-02-07
黄浦区,5,1,0,上海市,0.0,2020-02-07
嘉定区,5,0,0,上海市,0.0,2020-02-07
金山区,2,0,0,上海市,0.0,2020-02-07
崇明区,2,0,0,上海市,0.0,2020-02-07
上海市,257,25,1,上海市,0.0,2020-02-06
外地来沪人员,89,14,1,上海市,0.0,2020-02-06
浦东新区,47,6,0,上海市,0.0,2020-02-06
宝山区,15,0,0,上海市,0.0,2020-02-06
静安区,14,2,0,上海市,0.0,2020-02-06
徐汇区,14,0,0,上海市,0.0,2020-02-06
闵行区,12,1,0,上海市,0.0,2020-02-06
长宁区,10,0,0,上海市,0.0,2020-02-06
松江区,10,0,0,上海市,0.0,2020-02-06
奉贤区,8,0,0,上海市,0.0,2020-02-06
虹口区,7,0,0,上海市,0.0,2020-02-06
普陀区,7,0,0,上海市,0.0,2020-02-06
杨浦区,6,0,0,上海市,0.0,2020-02-06
青浦区,5,1,0,上海市,0.0,2020-02-06
黄浦区,5,1,0,上海市,0.0,2020-02-06
嘉定区,4,0,0,上海市,0.0,2020-02-06
金山区,2,0,0,上海市,0.0,2020-02-06
崇明区,2,0,0,上海市,0.0,2020-02-06
待明确地区,0,10,0,上海市,0.0,2020-02-06
上海市,243,15,1,上海市,0.0,2020-02-05
外地来沪人员,86,6,1,上海市,0.0,2020-02-05
浦东新区,46,0,0,上海市,0.0,2020-02-05
静安区,13,0,0,上海市,0.0,2020-02-05
徐汇区,12,0,0,上海市,0.0,2020-02-05
宝山区,12,0,0,上海市,0.0,2020-02-05
闵行区,12,0,0,上海市,0.0,2020-02-05
松江区,10,0,0,上海市,0.0,2020-02-05
长宁区,9,0,0,上海市,0.0,2020-02-05
虹口区,7,0,0,上海市,0.0,2020-02-05
奉贤区,7,0,0,上海市,0.0,2020-02-05
普陀区,6,0,0,上海市,0.0,2020-02-05
杨浦区,6,0,0,上海市,0.0,2020-02-05
黄浦区,5,0,0,上海市,0.0,2020-02-05
嘉定区,4,0,0,上海市,0.0,2020-02-05
青浦区,4,0,0,上海市,0.0,2020-02-05
金山区,2,0,0,上海市,0.0,2020-02-05
崇明区,2,0,0,上海市,0.0,2020-02-05
未知地区,0,9,0,上海市,0.0,2020-02-05
上海市,219,12,1,上海市,0.0,2020-02-04
外地来沪人员,81,6,1,上海市,0.0,2020-02-04
浦东新区,43,0,0,上海市,0.0,2020-02-04
宝山区,12,0,0,上海市,0.0,2020-02-04
徐汇区,11,0,0,上海市,0.0,2020-02-04
闵行区,10,0,0,上海市,0.0,2020-02-04
静安区,10,0,0,上海市,0.0,2020-02-04
长宁区,8,0,0,上海市,0.0,2020-02-04
松江区,8,0,0,上海市,0.0,2020-02-04
普陀区,6,0,0,上海市,0.0,2020-02-04
奉贤区,6,0,0,上海市,0.0,2020-02-04
虹口区,5,0,0,上海市,0.0,2020-02-04
黄浦区,5,0,0,上海市,0.0,2020-02-04
杨浦区,5,0,0,上海市,0.0,2020-02-04
嘉定区,3,0,0,上海市,0.0,2020-02-04
青浦区,3,0,0,上海市,0.0,2020-02-04
金山区,2,0,0,上海市,0.0,2020-02-04
崇明区,1,0,0,上海市,0.0,2020-02-04
未知地区,0,6,0,上海市,0.0,2020-02-04
上海市,203,10,1,上海市,0.0,2020-02-03
外地来沪人员,79,5,1,上海市,0.0,2020-02-03
浦东新区,40,0,0,上海市,0.0,2020-02-03
宝山区,10,0,0,上海市,0.0,2020-02-03
闵行区,10,0,0,上海市,0.0,2020-02-03
静安区,9,0,0,上海市,0.0,2020-02-03
徐汇区,9,0,0,上海市,0.0,2020-02-03
长宁区,8,0,0,上海市,0.0,2020-02-03
松江区,7,0,0,上海市,0.0,2020-02-03
普陀区,6,0,0,上海市,0.0,2020-02-03
虹口区,5,0,0,上海市,0.0,2020-02-03
黄浦区,5,0,0,上海市,0.0,2020-02-03
奉贤区,5,0,0,上海市,0.0,2020-02-03
杨浦区,4,0,0,上海市,0.0,2020-02-03
青浦区,2,0,0,上海市,0.0,2020-02-03
嘉定区,2,0,0,上海市,0.0,2020-02-03
金山区,1,0,0,上海市,0.0,2020-02-03
崇明区,1,0,0,上海市,0.0,2020-02-03
上海市,182,10,1,上海市,0.0,2020-02-02
外地来沪人员,74,5,1,上海市,0.0,2020-02-02
浦东新区,35,0,0,上海市,0.0,2020-02-02
静安区,9,0,0,上海市,0.0,2020-02-02
闵行区,9,0,0,上海市,0.0,2020-02-02
宝山区,8,0,0,上海市,0.0,2020-02-02
长宁区,7,0,0,上海市,0.0,2020-02-02
徐汇区,7,0,0,上海市,0.0,2020-02-02
松江区,7,0,0,上海市,0.0,2020-02-02
虹口区,5,0,0,上海市,0.0,2020-02-02
黄浦区,5,0,0,上海市,0.0,2020-02-02
奉贤区,5,0,0,上海市,0.0,2020-02-02
普陀区,3,0,0,上海市,0.0,2020-02-02
青浦区,2,0,0,上海市,0.0,2020-02-02
杨浦区,2,0,0,上海市,0.0,2020-02-02
嘉定区,2,0,0,上海市,0.0,2020-02-02
金山区,1,0,0,上海市,0.0,2020-02-02
崇明区,1,0,0,上海市,0.0,2020-02-02
未知地区,0,5,0,上海市,0.0,2020-02-02
上海市,169,10,1,上海市,0.0,2020-02-01
外地来沪人员,73,5,1,上海市,0.0,2020-02-01
浦东新区,32,0,0,上海市,0.0,2020-02-01
静安区,8,0,0,上海市,0.0,2020-02-01
宝山区,8,0,0,上海市,0.0,2020-02-01
闵行区,7,0,0,上海市,0.0,2020-02-01
长宁区,7,0,0,上海市,0.0,2020-02-01
徐汇区,7,0,0,上海市,0.0,2020-02-01
虹口区,5,0,0,上海市,0.0,2020-02-01
黄浦区,5,0,0,上海市,0.0,2020-02-01
奉贤区,5,0,0,上海市,0.0,2020-02-01
松江区,3,0,0,上海市,0.0,2020-02-01
青浦区,2,0,0,上海市,0.0,2020-02-01
杨浦区,2,0,0,上海市,0.0,2020-02-01
嘉定区,2,0,0,上海市,0.0,2020-02-01
普陀区,2,0,0,上海市,0.0,2020-02-01
金山区,1,0,0,上海市,0.0,2020-02-01
未知地区,0,5,0,上海市,0.0,2020-02-01
上海市,135,9,1,上海市,0.0,2020-01-31
外地来沪人员,62,5,1,上海市,0.0,2020-01-31
浦东新区,25,0,0,上海市,0.0,2020-01-31
静安区,8,0,0,上海市,0.0,2020-01-31
长宁区,6,0,0,上海市,0.0,2020-01-31
徐汇区,5,0,0,上海市,0.0,2020-01-31
闵行区,5,0,0,上海市,0.0,2020-01-31
奉贤区,5,0,0,上海市,0.0,2020-01-31
虹口区,4,0,0,上海市,0.0,2020-01-31
黄浦区,4,0,0,上海市,0.0,2020-01-31
松江区,3,0,0,上海市,0.0,2020-01-31
青浦区,2,0,0,上海市,0.0,2020-01-31
宝山区,2,0,0,上海市,0.0,2020-01-31
嘉定区,2,0,0,上海市,0.0,2020-01-31
杨浦区,1,0,0,上海市,0.0,2020-01-31
金山区,1,0,0,上海市,0.0,2020-01-31
浦东区,25,0,0,上海市,0.0,2020-01-31
宝山,2,0,0,上海市,0.0,2020-01-31
嘉定,2,0,0,上海市,0.0,2020-01-31
杨浦,1,0,0,上海市,0.0,2020-01-31
金山,1,0,0,上海市,0.0,2020-01-31
浦东,25,0,0,上海市,0.0,2020-01-31
静安,8,0,0,上海市,0.0,2020-01-31
长宁,6,0,0,上海市,0.0,2020-01-31
徐汇,5,0,0,上海市,0.0,2020-01-31
闵行,5,0,0,上海市,0.0,2020-01-31
奉贤,5,0,0,上海市,0.0,2020-01-31
虹口,4,0,0,上海市,0.0,2020-01-31
黄浦,4,0,0,上海市,0.0,2020-01-31
松江,3,0,0,上海市,0.0,2020-01-31
青浦,2,0,0,上海市,0.0,2020-01-31
上海市,112,5,1,上海市,0.0,2020-01-30
外地来沪人员,51,0,1,上海市,0.0,2020-01-30
浦东,17,0,0,上海市,0.0,2020-01-30
静安,8,0,0,上海市,0.0,2020-01-30
长宁,5,0,0,上海市,0.0,2020-01-30
徐汇,5,0,0,上海市,0.0,2020-01-30
奉贤,5,0,0,上海市,0.0,2020-01-30
黄浦,4,0,0,上海市,0.0,2020-01-30
闵行,4,0,0,上海市,0.0,2020-01-30
松江,3,0,0,上海市,0.0,2020-01-30
虹口,2,0,0,上海市,0.0,2020-01-30
青浦,2,0,0,上海市,0.0,2020-01-30
宝山,2,0,0,上海市,0.0,2020-01-30
嘉定,2,0,0,上海市,0.0,2020-01-30
金山,1,0,0,上海市,0.0,2020-01-30
杨浦,1,0,0,上海市,0.0,2020-01-30
上海市,96,5,1,上海市,0.0,2020-01-29
外地来沪人员,47,5,1,上海市,0.0,2020-01-29
浦东,12,0,0,上海市,0.0,2020-01-29
静安,7,0,0,上海市,0.0,2020-01-29
长宁,5,0,0,上海市,0.0,2020-01-29
徐汇,5,0,0,上海市,0.0,2020-01-29
奉贤,5,0,0,上海市,0.0,2020-01-29
黄浦,3,0,0,上海市,0.0,2020-01-29
虹口,2,0,0,上海市,0.0,2020-01-29
闵行,2,0,0,上海市,0.0,2020-01-29
青浦,2,0,0,上海市,0.0,2020-01-29
宝山,2,0,0,上海市,0.0,2020-01-29
嘉定,2,0,0,上海市,0.0,2020-01-29
松江,1,0,0,上海市,0.0,2020-01-29
金山,1,0,0,上海市,0.0,2020-01-29
上海市,66,4,1,上海市,0.0,2020-01-28
外地来沪人员,33,3,0,上海市,0.0,2020-01-28
浦东,9,0,0,上海市,0.0,2020-01-28
长宁,5,0,0,上海市,0.0,2020-01-28
静安,5,0,0,上海市,0.0,2020-01-28
徐汇,3,0,0,上海市,0.0,2020-01-28
虹口,2,0,0,上海市,0.0,2020-01-28
闵行,2,0,0,上海市,0.0,2020-01-28
青浦,2,0,0,上海市,0.0,2020-01-28
黄浦,2,0,0,上海市,0.0,2020-01-28
宝山,1,0,0,上海市,0.0,2020-01-28
嘉定,1,0,0,上海市,0.0,2020-01-28
奉贤,1,0,0,上海市,0.0,2020-01-28
浦东新区,7,0,0,上海市,0.0,2020-01-28
长宁区,5,0,0,上海市,0.0,2020-01-28
静安区,5,0,0,上海市,0.0,2020-01-28
徐汇区,3,0,0,上海市,0.0,2020-01-28
虹口区,2,0,0,上海市,0.0,2020-01-28
闵行区,2,0,0,上海市,0.0,2020-01-28
青浦区,2,0,0,上海市,0.0,2020-01-28
黄浦区,1,0,0,上海市,0.0,2020-01-28
宝山区,1,0,0,上海市,0.0,2020-01-28
嘉定区,1,0,0,上海市,0.0,2020-01-28
奉贤区,1,0,0,上海市,0.0,2020-01-28
上海市,53,3,1,上海市,0.0,2020-01-27
外地来沪人员,23,3,0,上海市,0.0,2020-01-27
浦东新区,7,0,0,上海市,0.0,2020-01-27
长宁区,5,0,0,上海市,0.0,2020-01-27
静安区,5,0,0,上海市,0.0,2020-01-27
徐汇区,3,0,0,上海市,0.0,2020-01-27
虹口区,2,0,0,上海市,0.0,2020-01-27
闵行区,2,0,0,上海市,0.0,2020-01-27
青浦区,2,0,0,上海市,0.0,2020-01-27
黄浦区,1,0,0,上海市,0.0,2020-01-27
宝山区,1,0,0,上海市,0.0,2020-01-27
嘉定区,1,0,0,上海市,0.0,2020-01-27
奉贤区,1,0,0,上海市,0.0,2020-01-27
上海市,40,1,1,上海市,0.0,2020-01-26
上海市,33,1,0,上海市,0.0,2020-01-25
上海市,20,1,0,上海市,0.0,2020-01-24
上海市,16,0,0,上海市,22.0,2020-01-23
上海市,9,0,0,上海市,10.0,2020-01-22
云南省,149,19,0,云南省,0.0,2020-02-10
昆明,45,6,0,云南省,0.0,2020-02-10
西双版纳,15,2,0,云南省,0.0,2020-02-10
玉溪,14,2,0,云南省,0.0,2020-02-10
大理,13,2,0,云南省,0.0,2020-02-10
昭通,12,1,0,云南省,0.0,2020-02-10
曲靖,12,1,0,云南省,0.0,2020-02-10
保山,9,0,0,云南省,0.0,2020-02-10
丽江,7,2,0,云南省,0.0,2020-02-10
红河,6,2,0,云南省,0.0,2020-02-10
德宏,5,0,0,云南省,0.0,2020-02-10
普洱,4,0,0,云南省,0.0,2020-02-10
楚雄,4,0,0,云南省,0.0,2020-02-10
文山,2,0,0,云南省,0.0,2020-02-10
临沧,1,0,0,云南省,0.0,2020-02-10
待明确地区,0,1,0,云南省,0.0,2020-02-10
云南省,141,18,0,云南省,0.0,2020-02-09
昆明,42,6,0,云南省,0.0,2020-02-09
西双版纳,15,2,0,云南省,0.0,2020-02-09
玉溪,14,2,0,云南省,0.0,2020-02-09
昭通,12,1,0,云南省,0.0,2020-02-09
曲靖,11,1,0,云南省,0.0,2020-02-09
大理,11,2,0,云南省,0.0,2020-02-09
保山,9,0,0,云南省,0.0,2020-02-09
丽江,7,1,0,云南省,0.0,2020-02-09
红河,5,2,0,云南省,0.0,2020-02-09
德宏,5,0,0,云南省,0.0,2020-02-09
普洱,4,0,0,云南省,0.0,2020-02-09
楚雄,4,0,0,云南省,0.0,2020-02-09
临沧,1,0,0,云南省,0.0,2020-02-09
文山,1,0,0,云南省,0.0,2020-02-09
待明确地区,0,1,0,云南省,0.0,2020-02-09
云南省,138,17,0,云南省,0.0,2020-02-08
昆明,41,6,0,云南省,0.0,2020-02-08
西双版纳,15,2,0,云南省,0.0,2020-02-08
玉溪,14,2,0,云南省,0.0,2020-02-08
大理,11,2,0,云南省,0.0,2020-02-08
曲靖,11,1,0,云南省,0.0,2020-02-08
昭通,10,1,0,云南省,0.0,2020-02-08
保山,9,0,0,云南省,0.0,2020-02-08
丽江,7,1,0,云南省,0.0,2020-02-08
红河,5,1,0,云南省,0.0,2020-02-08
德宏,5,0,0,云南省,0.0,2020-02-08
普洱,4,0,0,云南省,0.0,2020-02-08
楚雄,4,0,0,云南省,0.0,2020-02-08
临沧,1,0,0,云南省,0.0,2020-02-08
文山,1,0,0,云南省,0.0,2020-02-08
待明确地区,0,1,0,云南省,0.0,2020-02-08
云南省,136,13,0,云南省,0.0,2020-02-07
昆明,41,2,0,云南省,0.0,2020-02-07
西双版纳,15,2,0,云南省,0.0,2020-02-07
玉溪,13,2,0,云南省,0.0,2020-02-07
大理,11,2,0,云南省,0.0,2020-02-07
曲靖,10,1,0,云南省,0.0,2020-02-07
昭通,10,1,0,云南省,0.0,2020-02-07
保山,9,0,0,云南省,0.0,2020-02-07
丽江,7,1,0,云南省,0.0,2020-02-07
红河,5,1,0,云南省,0.0,2020-02-07
德宏,5,0,0,云南省,0.0,2020-02-07
普洱,4,0,0,云南省,0.0,2020-02-07
楚雄,4,0,0,云南省,0.0,2020-02-07
临沧,1,0,0,云南省,0.0,2020-02-07
文山,1,0,0,云南省,0.0,2020-02-07
待明确地区,0,1,0,云南省,0.0,2020-02-07
云南省,133,7,0,云南省,0.0,2020-02-06
昆明,40,0,0,云南省,0.0,2020-02-06
西双版纳,15,1,0,云南省,0.0,2020-02-06
玉溪,13,1,0,云南省,0.0,2020-02-06
曲靖,10,1,0,云南省,0.0,2020-02-06
昭通,10,1,0,云南省,0.0,2020-02-06
大理,10,1,0,云南省,0.0,2020-02-06
保山,8,0,0,云南省,0.0,2020-02-06
丽江,7,0,0,云南省,0.0,2020-02-06
红河,5,1,0,云南省,0.0,2020-02-06
德宏,5,0,0,云南省,0.0,2020-02-06
普洱,4,0,0,云南省,0.0,2020-02-06
楚雄,4,0,0,云南省,0.0,2020-02-06
临沧,1,0,0,云南省,0.0,2020-02-06
文山,1,0,0,云南省,0.0,2020-02-06
未知地区,0,1,0,云南省,0.0,2020-02-06
云南省,124,5,0,云南省,0.0,2020-02-05
昆明,35,0,0,云南省,0.0,2020-02-05
西双版纳,15,1,0,云南省,0.0,2020-02-05
玉溪,12,1,0,云南省,0.0,2020-02-05
昭通,10,0,0,云南省,0.0,2020-02-05
曲靖,10,1,0,云南省,0.0,2020-02-05
保山,8,0,0,云南省,0.0,2020-02-05
丽江,7,0,0,云南省,0.0,2020-02-05
大理,7,1,0,云南省,0.0,2020-02-05
红河,5,1,0,云南省,0.0,2020-02-05
德宏,5,0,0,云南省,0.0,2020-02-05
普洱,4,0,0,云南省,0.0,2020-02-05
楚雄,4,0,0,云南省,0.0,2020-02-05
临沧,1,0,0,云南省,0.0,2020-02-05
文山,1,0,0,云南省,0.0,2020-02-05
云南省,119,5,0,云南省,0.0,2020-02-04
昆明,34,0,0,云南省,0.0,2020-02-04
西双版纳,13,1,0,云南省,0.0,2020-02-04
玉溪,12,1,0,云南省,0.0,2020-02-04
昭通,9,0,0,云南省,0.0,2020-02-04
曲靖,9,1,0,云南省,0.0,2020-02-04
保山,8,0,0,云南省,0.0,2020-02-04
丽江,7,0,0,云南省,0.0,2020-02-04
大理,7,1,0,云南省,0.0,2020-02-04
红河,5,1,0,云南省,0.0,2020-02-04
德宏,5,0,0,云南省,0.0,2020-02-04
普洱,4,0,0,云南省,0.0,2020-02-04
楚雄,4,0,0,云南省,0.0,2020-02-04
临沧,1,0,0,云南省,0.0,2020-02-04
文山,1,0,0,云南省,0.0,2020-02-04
云南省,114,5,0,云南省,0.0,2020-02-03
昆明,32,0,0,云南省,0.0,2020-02-03
西双版纳,13,1,0,云南省,0.0,2020-02-03
玉溪,12,1,0,云南省,0.0,2020-02-03
保山,8,0,0,云南省,0.0,2020-02-03
昭通,8,0,0,云南省,0.0,2020-02-03
丽江,7,0,0,云南省,0.0,2020-02-03
大理,7,1,0,云南省,0.0,2020-02-03
曲靖,6,1,0,云南省,0.0,2020-02-03
红河,5,1,0,云南省,0.0,2020-02-03
待明确地区,5,0,0,云南省,0.0,2020-02-03
普洱,4,0,0,云南省,0.0,2020-02-03
德宏,4,0,0,云南省,0.0,2020-02-03
楚雄,2,0,0,云南省,0.0,2020-02-03
临沧,1,0,0,云南省,0.0,2020-02-03
云南省,105,3,0,云南省,0.0,2020-02-02
昆明,31,0,0,云南省,0.0,2020-02-02
西双版纳,12,0,0,云南省,0.0,2020-02-02
玉溪,11,0,0,云南省,0.0,2020-02-02
保山,8,0,0,云南省,0.0,2020-02-02
昭通,8,0,0,云南省,0.0,2020-02-02
丽江,7,0,0,云南省,0.0,2020-02-02
大理,7,1,0,云南省,0.0,2020-02-02
曲靖,5,1,0,云南省,0.0,2020-02-02
红河,5,1,0,云南省,0.0,2020-02-02
普洱,4,0,0,云南省,0.0,2020-02-02
德宏,4,0,0,云南省,0.0,2020-02-02
楚雄,2,0,0,云南省,0.0,2020-02-02
临沧,1,0,0,云南省,0.0,2020-02-02
云南省,93,2,0,云南省,0.0,2020-02-01
昆明,30,0,0,云南省,0.0,2020-02-01
西双版纳,12,0,0,云南省,0.0,2020-02-01
保山,8,0,0,云南省,0.0,2020-02-01
玉溪,7,0,0,云南省,0.0,2020-02-01
丽江,6,0,0,云南省,0.0,2020-02-01
大理,6,1,0,云南省,0.0,2020-02-01
昭通,6,0,0,云南省,0.0,2020-02-01
曲靖,5,0,0,云南省,0.0,2020-02-01
红河,5,1,0,云南省,0.0,2020-02-01
普洱,4,0,0,云南省,0.0,2020-02-01
德宏,3,0,0,云南省,0.0,2020-02-01
临沧,1,0,0,云南省,0.0,2020-02-01
云南省,83,1,0,云南省,0.0,2020-01-31
昆明,25,0,0,云南省,0.0,2020-01-31
西双版纳,12,0,0,云南省,0.0,2020-01-31
丽江,6,0,0,云南省,0.0,2020-01-31
玉溪,6,0,0,云南省,0.0,2020-01-31
保山,6,0,0,云南省,0.0,2020-01-31
大理,6,0,0,云南省,0.0,2020-01-31
昭通,6,0,0,云南省,0.0,2020-01-31
曲靖,5,0,0,云南省,0.0,2020-01-31
红河,4,1,0,云南省,0.0,2020-01-31
普洱,4,0,0,云南省,0.0,2020-01-31
德宏,3,0,0,云南省,0.0,2020-01-31
云南省,70,0,0,云南省,0.0,2020-01-30
昆明,21,0,0,云南省,0.0,2020-01-30
西双版纳,10,0,0,云南省,0.0,2020-01-30
丽江,6,0,0,云南省,0.0,2020-01-30
玉溪,6,0,0,云南省,0.0,2020-01-30
曲靖,5,0,0,云南省,0.0,2020-01-30
保山,5,0,0,云南省,0.0,2020-01-30
红河,4,0,0,云南省,0.0,2020-01-30
大理,4,0,0,云南省,0.0,2020-01-30
昭通,4,0,0,云南省,0.0,2020-01-30
普洱,3,0,0,云南省,0.0,2020-01-30
德宏,2,0,0,云南省,0.0,2020-01-30
云南省,55,0,0,云南省,0.0,2020-01-29
昆明,15,0,0,云南省,0.0,2020-01-29
西双版纳,10,0,0,云南省,0.0,2020-01-29
丽江,6,0,0,云南省,0.0,2020-01-29
曲靖,5,0,0,云南省,0.0,2020-01-29
玉溪,5,0,0,云南省,0.0,2020-01-29
保山,4,0,0,云南省,0.0,2020-01-29
大理,3,0,0,云南省,0.0,2020-01-29
红河,2,0,0,云南省,0.0,2020-01-29
昭通,2,0,0,云南省,0.0,2020-01-29
德宏,2,0,0,云南省,0.0,2020-01-29
普洱,1,0,0,云南省,0.0,2020-01-29
云南省,44,0,0,云南省,0.0,2020-01-28
昆明,12,0,0,云南省,0.0,2020-01-28
丽江,6,0,0,云南省,0.0,2020-01-28
西双版纳,6,0,0,云南省,0.0,2020-01-28
玉溪,5,0,0,云南省,0.0,2020-01-28
保山,4,0,0,云南省,0.0,2020-01-28
大理,3,0,0,云南省,0.0,2020-01-28
曲靖,2,0,0,云南省,0.0,2020-01-28
红河,2,0,0,云南省,0.0,2020-01-28
昭通,2,0,0,云南省,0.0,2020-01-28
德宏,2,0,0,云南省,0.0,2020-01-28
云南省,26,0,0,云南省,0.0,2020-01-27
昆明,7,0,0,云南省,0.0,2020-01-27
丽江,5,0,0,云南省,0.0,2020-01-27
保山,3,0,0,云南省,0.0,2020-01-27
曲靖,2,0,0,云南省,0.0,2020-01-27
红河,2,0,0,云南省,0.0,2020-01-27
大理,2,0,0,云南省,0.0,2020-01-27
德宏,2,0,0,云南省,0.0,2020-01-27
西双版纳,1,0,0,云南省,0.0,2020-01-27
玉溪,1,0,0,云南省,0.0,2020-01-27
昭通,1,0,0,云南省,0.0,2020-01-27
云南省,16,0,0,云南省,0.0,2020-01-26
昆明,4,0,0,云南省,0.0,2020-01-26
丽江,2,0,0,云南省,0.0,2020-01-26
保山,2,0,0,云南省,0.0,2020-01-26
德宏,2,0,0,云南省,0.0,2020-01-26
西双版纳,1,0,0,云南省,0.0,2020-01-26
曲靖,1,0,0,云南省,0.0,2020-01-26
玉溪,1,0,0,云南省,0.0,2020-01-26
红河,1,0,0,云南省,0.0,2020-01-26
大理,1,0,0,云南省,0.0,2020-01-26
昭通,1,0,0,云南省,0.0,2020-01-26
云南省,11,0,0,云南省,0.0,2020-01-25
昆明,4,0,0,云南省,0.0,2020-01-25
丽江市,2,0,0,云南省,0.0,2020-01-25
西双版纳州,1,0,0,云南省,0.0,2020-01-25
曲靖,1,0,0,云南省,0.0,2020-01-25
玉溪,1,0,0,云南省,0.0,2020-01-25
红河,1,0,0,云南省,0.0,2020-01-25
大理,1,0,0,云南省,0.0,2020-01-25
云南省,5,0,0,云南省,0.0,2020-01-24
昆明,3,0,0,云南省,0.0,2020-01-24
西双版纳州,1,0,0,云南省,0.0,2020-01-24
丽江市,1,0,0,云南省,0.0,2020-01-24
云南省,1,0,0,云南省,0.0,2020-01-22
俄罗斯,2,0,0,俄罗斯,0.0,2020-02-10
